sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,physiological category,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
247,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Nestling provisioning rate - high quality habitat - extra fed,Nest vists/nestling/h,high values = slow,behavior,wild,1.27,1.03,33.00,2.33,1.26,33.00,parenting,,0,4,4,include ,1,,1
248,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prey biomass delivered - low quality habitat - control,Prey biomass delivered/nestling/h,high values = slow,behavior,wild,4.75,5.94,18.00,4.58,6.66,18.00,parenting,,0,1,1,"?, Does this qualify as a POLS trait?",1,,1
249,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prey biomass delivered - low quality habitat - extra fed,Prey biomass delivered/nestling/h,high values = slow,behavior,wild,4.88,6.18,17.00,8.88,8.45,17.00,parenting,,0,2,2,"?, Does this qualify as a POLS trait?",1,,1
250,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prey biomass delivered - high quality habitat - control,Prey biomass delivered/nestling/h,high values = slow,behavior,wild,7.27,7.03,107.00,8.40,7.03,107.00,parenting,,0,3,3,"?, Does this qualify as a POLS trait?",1,,1
251,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Prey biomass delivered - high quality habitat - extra fed,Prey biomass delivered/nestling/h,high values = slow,behavior,wild,6.28,6.09,33.00,9.15,7.47,33.00,parenting,,0,4,4,"?, Does this qualify as a POLS trait?",1,,1
252,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Time spent at nest - low quality habitat - control,s/nestling/h,high values = slow,behavior,wild,34.62,38.06,18.00,202.56,266.52,18.00,parenting,,0,1,1,include ,1,,1
253,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Time spent at nest - low quality habitat - extra fed,s/nestling/h,high values = slow,behavior,wild,33.33,52.86,17.00,366.67,269.61,17.00,parenting,,0,2,2,include ,1,,1
254,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Time spent at nest - high quality habitat - control,s/nestling/h,high values = slow,behavior,wild,26.92,39.82,107.00,207.69,371.35,107.00,parenting,,0,3,3,include ,1,,1
255,A302,"Kaiser, SA; Sillett, TS; Webster, MS",10.1016/j.anbehav.2014.07.004,Setophaga caerulescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Time spent at nest - high quality habitat - extra fed,s/nestling/h,high values = slow,behavior,wild,15.39,22.12,33.00,337.18,316.70,33.00,parenting,,0,4,4,include ,1,,1
256,A304,"Karsten, KB; Andriamandimbiarisoa, LN; Fox, SF; Raxworthy, CJ",10.1073/pnas.0802468105,Furcifer labordi,amphibian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, no sex-specific mean",0,no sex-specific means given,0
257,A308,"Keynan, O; Yosef, R",10.1676/09-148.1,Lanius meridionalis,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, no sex-specific mean",0,no sex-specific means given,0
258,A314,"Kim, SY; Velando, A",10.1098/rsbl.2015.0211,Larus michahellis,bird,NA,NA,NA,NA,iteroparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, only sex-specific means for telomere length, not clear how to include on POLS scale, also means can be LS, but not clear. If measured at known age (here day 7), then long telomere=slow, life history trait. In the end, sex-specific sample sizes lacking, cannot convert SE to sd.",0,error missing,0
259,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response  - sexually inactive - <30min,ng/ml,high values = slow,physiology,wild,18.47,11.14,8.00,16.39,9.74,34.00,NA,stressed,1,0,NA,"includeDependencies needs to be checked. Temporal study on different individuals. Then individuals grouped into wet and dry ssseason, probably grouping all temporal samples. That means that some individuals in dry season are the same as in the other sexually active and inactive groups. Because in the temporal measures the seasons are lumped., ",1,,1
260,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response  - sexually active - <30min,ng/ml,high values = slow,physiology,wild,11.20,8.45,34.00,37.14,29.58,11.00,NA,stressed,2,0,NA,include ,1,,1
261,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response - sexually inactive - 30-60 min,ng/ml,high values = slow,physiology,wild,32.99,25.53,9.00,29.25,47.52,21.00,NA,stressed,1,0,NA,include ,1,,1
262,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response  - sexually active - 30-60 min,ng/ml,high values = slow,physiology,wild,39.00,34.35,20.00,64.73,56.01,9.00,NA,stressed,2,0,NA,include ,1,,1
263,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response - sexually inactive - >60min,ng/ml,high values = slow,physiology,wild,25.31,21.74,14.00,46.27,54.59,48.00,NA,stressed,1,0,NA,include ,1,,1
264,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response - sexually active - >60min,ng/ml,high values = slow,physiology,wild,30.08,39.83,47.00,24.27,20.55,9.00,NA,stressed,2,0,NA,include ,1,,1
265,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone stress response - sexually inactive - Dry season,ng/ml,NA,NA,NA,17.61,NA,1.00,21.74,4.13,16.00,NA,,NA,NA,NA,"exclude, N=1, no error estimate",0,error missing,0
266,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response - sexually active - Dry season,ng/ml,high values = slow,physiology,wild,14.57,2.17,33.00,51.30,9.13,18.00,NA,,0,NA,NA,"includeremove because inds overlap (not consistently), potentially another temporal dependency in seasons, ",0,", dropped this level of dependency",0
267,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response - sexually inactive - Wet season,ng/ml,high values = slow,physiology,wild,25.87,3.70,36.00,32.83,4.57,118.00,NA,,0,NA,NA,"includeremove because inds overlap (not consistently), potentially another temporal dependency in seasons, ",0,", dropped this level of dependency",0
268,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,Corticosterone stress response - sexually active - Wet season,ng/ml,high values = slow,physiology,wild,32.39,5.87,80.00,26.52,9.78,13.00,NA,,0,NA,NA,"includeremove because inds overlap (not consistently), potentially another temporal dependency in seasons, ",0,", dropped this level of dependency",0
269,A320,"Kosztolanyi, A; Kupper, C; Chastel, O; Parenteau, C; Yilmaz, KT; Miklosi, A; Szekely, T; Lendvai, AZ",10.1016/j.yhbeh.2012.03.011,Charadrius alexandrinus,bird,NA,NA,NA,NA,iteroparous,NA,NA,polyandry,male,NA,NA,Prolactine stress,ng/ml,high values = slow,physiology,wild,494.41,178.49,40.00,552.00,187.80,30.00,NA,stressed,1,1,NA,"include, Median converted using scenario 2 in Wan et al. 2014",1,polyandry,0
270,A320,"Kosztolanyi, A; Kupper, C; Chastel, O; Parenteau, C; Yilmaz, KT; Miklosi, A; Szekely, T; Lendvai, AZ",10.1016/j.yhbeh.2012.03.011,Charadrius alexandrinus,bird,NA,NA,NA,NA,iteroparous,NA,NA,polyandry,male,NA,NA,Corticosterone baseline,ng/ml,high values = slow,physiology,wild,30.18,15.98,19.00,35.07,18.59,12.00,NA,baseline,2,1,NA,"include, Median converted using scenario 2 in Wan et al. 2014",1,polyandry,0
271,A320,"Kosztolanyi, A; Kupper, C; Chastel, O; Parenteau, C; Yilmaz, KT; Miklosi, A; Szekely, T; Lendvai, AZ",10.1016/j.yhbeh.2012.03.011,Charadrius alexandrinus,bird,NA,NA,NA,NA,iteroparous,NA,NA,polyandry,male,NA,NA,Corticosterone stress,ng/ml,high values = slow,physiology,wild,69.93,15.17,19.00,85.34,18.22,12.00,NA,stressed,2,1,NA,"include, Median converted using scenario 2 in Wan et al. 2014",1,polyandry,0
272,A320,"Kosztolanyi, A; Kupper, C; Chastel, O; Parenteau, C; Yilmaz, KT; Miklosi, A; Szekely, T; Lendvai, AZ",10.1016/j.yhbeh.2012.03.011,Charadrius alexandrinus,bird,NA,NA,NA,NA,iteroparous,NA,NA,polyandry,male,NA,NA,Prolactine baseline,ng/ml,high values = slow,physiology,wild,947.70,194.70,40.00,941.14,190.24,30.00,NA,baseline,1,1,NA,"include, Median converted using scenario 2 in Wan et al. 2014",1,polyandry,0
273,A323,"Krams, I; Kivleniece, I; Kuusik, A; Krama, T; Mand, R; Rantala, MJ; Znotina, S; Freeberg, TM; Mand, M",10.1111/eea.12079,Tenebrio molitor,arthropod,NA,NA,NA,NA,semelparous,NA,NA,promiscuity,none,NA,NA,Resting metabolic rate,VCO2 ml/h,high values = fast,physiology,semiwild,0.88,0.39,240.00,0.79,0.50,240.00,NA,other,0,0,NA,include ,1,,1
274,A324,"Kraus, C; Thomson, DL; Kunkele, J; Trillmich, F",10.1111/j.1365-2656.2004.00910.x,Cavia magna,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Survival,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, only female estimates given",0,only female estimates,0
275,A331,"Lahann, P; Dausmann, KH",10.1007/s00265-010-1055-4,Cheirogaleus medius,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, only sex specific data on body weight",0,"no POLS traits, no sex-specific means given",0
276,A339,"Lattin, CR; Romero, LM",10.1016/j.ygcen.2014.05.033,Passer domesticus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Glucocorticoid receptors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"?, Is glucocorticoid a POLS hormone?",0,not a POLS trait,0
277,A341,"Le Galliard, JF; Paquet, M; Mugabo, M",10.1111/jeb.12641,Zootoca vivipara,reptile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, only model data",0,LS means,0
278,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,PHA-induced wing-web thickness - nest building stage,mm,high values = slow,physiology,wild,0.31,0.08,11.00,0.18,0.07,9.00,NA,immun,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
279,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,PHA-induced wing-web thickness - first egg-laying stage,mm,high values = slow,physiology,wild,0.39,0.07,6.00,0.63,0.09,12.00,NA,immun,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
280,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,PHA-induced wing-web thickness - first nestling stage,mm,high values = slow,physiology,wild,0.70,0.04,6.00,0.63,0.09,9.00,NA,immun,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
281,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,PHA-induced wing-web thickness - second egg-laying stage,mm,high values = slow,physiology,wild,0.66,0.08,5.00,0.63,0.16,5.00,NA,immun,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
282,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,PHA-induced wing-web thickness - second nestling stage,mm,high values = slow,physiology,wild,0.41,0.09,7.00,0.36,0.09,5.00,NA,immun,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
283,A352,"Li, DM; Zhang, J; Liu, D; Zhang, L; Hu, YH; Duan, XL; Wu, YF",10.1002/jez.1811,Passer montanus,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, no sex-specific means given",0,no sex-specific means given,0
284,A361,"Love, OP; Salvante, KG; Dale, J; Williams, TD",10.1086/589521,Taeniopygia guttata,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, onle LS means given",0,LS means,0
285,A364,"Lovlie, H; Immonen, E; Gustavsson, E; Kazancioglu, E; Arnqvist, G",10.1098/rspb.2014.1039,Callosobruchus maculatus,insect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, only LS means given",0,LS means,0
286,A374,"Marko, G; Costantini, D; Michl, G; Torok, J",10.1007/s00360-010-0502-x,Ficedula albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,males larger,NA,Plasma antioxidant capacity (OXY),mM,high values = slow,physiology,wild,207.87,93.62,14.00,212.59,72.34,18.00,NA,other,0,1,NA,include ,1,,1
287,A374,"Marko, G; Costantini, D; Michl, G; Torok, J",10.1007/s00360-010-0502-x,Ficedula albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,males larger,NA,Plasma hydroperoxides (ROMs),mM,high values = fast,physiology,wild,2.55,0.66,17.00,1.41,0.49,20.00,NA,other,0,1,NA,include ,1,,1
288,A374,"Marko, G; Costantini, D; Michl, G; Torok, J",10.1007/s00360-010-0502-x,Ficedula albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,males larger,NA,Oxidative status (OS),unitless,high values = fast,physiology,wild,14.03,5.16,14.00,7.51,3.90,18.00,NA,other,0,1,NA,"include, scale issue? OS=ROMs/OXY",1,,1
289,A377,"Martin, JK; Handasyde, KA",10.1111/j.1469-7998.2006.00207.x,Trichosurus cunninghami,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, no POLS traits, only ""no of inds of each sex that has dissappeared from trapping record in each tooth wear class"". Could however combine fig 3 (number of inds in each tooth class at the forest site and fig 8 no of inds disapeared to get survival… But probably not. Also will not get sd.",0,not a POLS trait,0
290,A379,"Martin, LB; Liebl, AL",10.1016/j.ygcen.2014.07.016,Passer domestic,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, no sex-specific means given",0,no sex-specific means given,0
291,A381,"Martin, LB; Pless, M; Svoboda, J; Wikelski, M",10.1890/03-0365,Passer domesticus,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, no sex-specific means given",0,no sex-specific means given,0
292,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,female,NA,NA,Lifespan at 10 deg C,days,high values = slow,life history,lab,55.52,1.78,44.00,55.05,3.00,40.00,NA,,0,0,NA,include ,1,,1
293,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,female,NA,NA,Lifespan at 15 deg C,days,high values = slow,life history,lab,55.31,3.32,45.00,48.28,10.75,46.00,NA,,0,0,NA,include ,1,,1
294,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,female,NA,NA,Lifespan at 20 deg C,days,high values = slow,life history,lab,54.40,4.07,48.00,35.91,6.61,47.00,NA,,0,0,NA,include ,1,,1
295,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,female,NA,NA,Lifespan at 25 deg C,days,high values = slow,life history,lab,43.15,13.95,41.00,25.22,5.99,45.00,NA,,0,0,NA,include ,1,,1
296,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,female,NA,NA,Lifespan at 30 deg C,days,high values = slow,life history,lab,48.22,12.41,45.00,50.20,12.19,44.00,NA,,0,0,NA,include ,1,,1
297,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,female,NA,NA,Lifespan at 35 deg C,days,high values = slow,life history,lab,3.85,1.05,48.00,3.52,0.97,48.00,NA,,0,0,NA,include ,1,,1
298,A387,"Massot, M; Clobert, J; Montes-Poloni, L; Haussy, C; Cubo, J; Meylan, S",10.1111/j.1365-2435.2011.01837.x,Lacerta vivipara,reptile,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Survival rate 1-2 year,unitless,high values = slow,life history,wild,0.54,1.48,879.00,0.57,0.87,841.00,NA,,1,1,NA,include ,1,,0
299,A387,"Massot, M; Clobert, J; Montes-Poloni, L; Haussy, C; Cubo, J; Meylan, S",10.1111/j.1365-2435.2011.01837.x,Lacerta vivipara,reptile,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Survival rate 0-1 year,unitless,high values = slow,life history,wild,0.21,0.93,2146.00,0.24,0.88,1927.00,NA,,1,1,NA,"include, I would argue to exclude, scale problem?, then only means (not clear if raw) are only givern in fig with SE, but N is only given for the first two age categories, and the real difference occurs at later ages. Also not sure if not surviving to reproductive age is a fast life strategy.",1,,0
300,A389,"Mathot, KJ; Martin, K; Kempenaers, B; Forstmeier, W",10.1038/hdy.2013.35,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,BMR,ml O2 consumed/min,high values = fast,physiology,lab,0.83,0.09,226.00,0.86,0.12,220.00,NA,other,0,0,NA,include ,1,,1
301,A391,"Matson, KD; Mauck, RA; Lynn, SE; Tieleman, BI",10.1086/670811,Sialia sialis,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, no sex-specific means given",0,no sex-specific means given,0
302,A393,"McCowan, LSC; Mainwaring, MC; Prior, NH; Griffith, SC",10.1093/beheco/aru239,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Feeder visits - nonbreeders,mean feeder visits/day,NA,behavior,wild,4.94,1.56,16.00,5.65,2.65,11.00,NA,,NA,NA,NA,"?, POLS trait?",0,not a POLS trait,0
303,A393,"McCowan, LSC; Mainwaring, MC; Prior, NH; Griffith, SC",10.1093/beheco/aru239,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Feeder visits - breeders,mean feeder visits/day,NA,behavior,wild,8.92,2.23,17.00,8.21,2.17,14.00,NA,,NA,NA,NA,"?, POLS trait?",0,not a POLS trait,0
304,A393,"McCowan, LSC; Mainwaring, MC; Prior, NH; Griffith, SC",10.1093/beheco/aru239,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Feeder exploration - nonbreeders,total no of different feeders visited over the entire 28-day period,high values = fast,behavior,wild,14.75,3.32,16.00,15.06,4.21,11.00,exploration,,0,1,0,include ,1,,1
305,A393,"McCowan, LSC; Mainwaring, MC; Prior, NH; Griffith, SC",10.1093/beheco/aru239,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Feeder exploration - breeders,total no of different feeders visited over the entire 28-day period,high values = fast,behavior,wild,17.81,3.96,17.00,16.06,2.96,14.00,exploration,,0,2,0,include ,1,,1
306,A8,"Anderson, HB; Thompson, ME; Knott, CD; Perlins, L",10.1016/j.jhevol.2007.05.014,Pongo pygmaeus,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,age at first reproduction,y,high values = slow,life history,captive,17.80,6.35,60.00,15.50,5.25,88.00,NA,,0,1,NA, ,1,,1
307,A8,"Anderson, HB; Thompson, ME; Knott, CD; Perlins, L",10.1016/j.jhevol.2007.05.014,Pongo abelii,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,age at first reproduction,y,high values = slow,life history,captive,19.40,6.14,67.00,16.40,5.53,101.00,NA,,0,2,NA, ,1,,1
308,A8,"Anderson, HB; Thompson, ME; Knott, CD; Perlins, L",10.1016/j.jhevol.2007.05.014,Pongo pygmaeus,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,age at last reproduction,y,high values = slow,life history,captive,24.70,4.05,12.00,29.00,5.65,15.00,NA,,0,1,NA, ,1,,1
309,A8,"Anderson, HB; Thompson, ME; Knott, CD; Perlins, L",10.1016/j.jhevol.2007.05.014,Pongo abelii,mammal,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,female,NA,NA,age at last reproduction,y,high values = slow,life history,captive,26.30,8.39,23.00,26.20,6.17,24.00,NA,,0,2,NA, ,1,,1
310,A11,"Angelier, F; Ballentine, B; Holberton, RL; Marra, PP; Greenberg, R",10.1111/j.1420-9101.2011.02260.x,Melospiza g. nigrescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,baseline corticosterone,ng/ml,high values = slow,physiology,wild,1.90,6.99,10.00,2.20,4.65,6.00,NA,baseline,1,0,NA,Fig1 ,1,,1
311,A11,"Angelier, F; Ballentine, B; Holberton, RL; Marra, PP; Greenberg, R",10.1111/j.1420-9101.2011.02260.x,Melospiza g. georgiana,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,baseline corticosterone,ng/ml,high values = slow,physiology,wild,2.10,5.00,10.00,1.40,4.20,6.00,NA,baseline,2,0,NA,Fig1 ,1,,1
312,A11,"Angelier, F; Ballentine, B; Holberton, RL; Marra, PP; Greenberg, R",10.1111/j.1420-9101.2011.02260.x,Melospiza g. nigrescens,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress corticosterone,ng/ml,high values = slow,physiology,wild,22.00,2.37,10.00,11.00,2.40,6.00,NA,stressed,1,0,NA,Fig1 ,1,,1
313,A11,"Angelier, F; Ballentine, B; Holberton, RL; Marra, PP; Greenberg, R",10.1111/j.1420-9101.2011.02260.x,Melospiza g. georgiana,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress corticosterone,ng/ml,high values = slow,physiology,wild,7.50,1.00,10.00,11.00,1.80,6.00,NA,stressed,2,0,NA,Fig1 ,1,,1
314,A12,"Angelier, F; Bost, CA; Giraudeau, M; Bouteloup, G; Dano, S; Chastel, O",10.1016/j.ygcen.2007.12.001,Pygoscelis adeliae,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,pre-trip corticosterone,ng/ml,high values = slow,physiology,wild,19.03,6.66,6.00,12.94,4.14,9.00,NA,baseline,1,1,NA, ,1,,1
315,A12,"Angelier, F; Bost, CA; Giraudeau, M; Bouteloup, G; Dano, S; Chastel, O",10.1016/j.ygcen.2007.12.001,Pygoscelis adeliae,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,post-trip corticosterone,ng/ml,high values = slow,physiology,wild,7.79,2.01,6.00,7.55,3.04,7.00,NA,baseline,1,1,NA, ,1,,1
